Draw,Date,Winning Number 1,2,3,4,5,6,Extra Number,From Last,Low,High,Odd,Even,1-10,11-20,21-30,31-40,41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize,Turnover
15/136,2015-11-24,17,21,22,36,41,44,38,,3,3,3,3,0,1,2,1,2,0,0.00,1,2104080.00,68.5,81910.00,165,9600.00,3505.7,640.00,4258.7,320.00,65920.1,40.00,43040391
15/135,2015-11-22,9,20,30,33,38,39,37,,2,4,3,3,1,1,1,3,0,0,0.00,1,1662230.00,76,58320.00,241,9600.00,4028.9,640.00,5068.4,320.00,69535.1,40.00,39764633
15/134,2015-11-19,13,15,25,40,41,48,19,13,2,4,4,2,0,2,1,1,2,0,0.00,0,0.00,27,168320.00,85,9600.00,1997,640.00,2569.5,320.00,39457.4,40.00,31445008
15/133,2015-11-17,12,13,31,33,35,47,21,13,2,4,5,1,0,2,0,3,1,1,32376390.00,4.5,526740.00,80,79010.00,232.5,9600.00,4364.5,640.00,5809.8,320.00,76284,40.00,50557246
15/132,2015-11-15,13,15,24,28,41,45,20,"24,28,45",3,3,4,2,0,2,2,0,2,0,0.00,0,0.00,49,129710.00,138.5,9600.00,3005,640.00,4657,320.00,59765.9,40.00,45547271
15/131,2015-11-12,10,20,24,28,33,45,19,28,3,3,2,4,1,1,2,1,1,0,0.00,2,991400.00,43,122960.00,136,9600.00,2861.9,640.00,4410.2,320.00,60092.3,40.00,39774538
15/130,2015-11-10,4,14,28,42,43,47,3,,2,4,2,4,1,1,1,0,3,0,0.00,0,0.00,60,79230.00,123.5,9600.00,2861,640.00,4029.1,320.00,52632,40.00,36058986
15/129,2015-11-07,6,16,27,34,44,48,1,"27,44",2,4,1,5,1,1,1,1,2,1,26249980.00,0.5,1181975.00,66.5,94790.00,143,9600.00,3470,640.00,4833.9,320.00,65948.9,40.00,46475420
15/128,2015-11-05,5,10,11,25,27,44,7,25,3,3,4,2,2,1,2,0,1,0,0.00,1,1437610.00,108.5,35330.00,418.5,9600.00,5360.6,640.00,9375.9,320.00,87532.3,40.00,45336898
15/127,2015-11-03,7,12,13,25,34,38,15,,3,3,3,3,1,2,1,2,0,0,0.00,2.5,728910.00,74,65660.00,220,9600.00,4385.3,640.00,5679.6,320.00,75836.4,40.00,42814140
15/126,2015-10-31,4,10,28,37,42,48,8,4,2,4,1,5,2,0,1,1,2,0,0.00,0,0.00,43,85480.00,156.5,9600.00,2437.5,640.00,5094.1,320.00,47145.9,40.00,30882745
15/125,2015-10-29,4,5,6,22,31,46,47,"22,31",4,2,2,4,3,0,1,1,1,2,20611170.00,3.5,1068790.00,116,85990.00,259,9600.00,7202.6,640.00,8127,320.00,138218,40.00,78945235
15/124,2015-10-27,20,22,31,33,39,44,10,,2,4,3,3,0,1,1,3,1,0,0.00,1,1530040.00,54.5,74860.00,234.2,9600.00,2907,640.00,5074,320.00,53967.1,40.00,35370900
15/123,2015-10-24,18,27,28,34,35,45,2,,1,5,3,3,0,1,2,2,1,1,36592660.00,1.5,1864490.00,129,57810.00,186.7,9600.00,5017.3,640.00,5983.8,320.00,86969.7,40.00,57196145
15/122,2015-10-21,1,14,16,25,40,48,17,,3,3,2,4,1,2,1,1,1,0,0.00,2.5,974000.00,66,98380.00,156.5,9600.00,3102,640.00,5421.3,320.00,67113.6,40.00,47677752
15/121,2015-10-19,7,11,15,38,39,46,25,,3,3,4,2,1,2,0,2,1,0,0.00,0.5,810140.00,43.5,99320.00,146.5,9600.00,2608,640.00,4269.2,320.00,51052.8,40.00,33988939
15/120,2015-10-17,2,12,19,33,34,48,24,"33,34",3,3,2,4,1,2,0,2,1,0,0.00,1,1851340.00,47.5,103930.00,164.5,9600.00,2803.7,640.00,4379.5,320.00,55178.8,40.00,38046569
15/119,2015-10-15,17,18,26,30,33,34,29,"30,33,34",2,4,2,4,0,2,2,2,0,0,0.00,0,0.00,51,87440.00,126.5,9600.00,2932.1,640.00,3407.2,320.00,49794.7,40.00,34119797
15/118,2015-10-13,1,4,22,30,33,34,26,"4,22",3,3,2,4,2,0,2,2,0,1,36835940.00,1,2843430.00,58,130730.00,205.7,9600.00,4889.4,640.00,6235,320.00,93681.5,40.00,58661876
15/117,2015-10-11,4,21,22,35,36,46,40,,3,3,2,4,1,0,2,2,1,0,0.00,2,1335070.00,95,74950.00,171.5,9600.00,5149.2,640.00,4922.6,320.00,91626.1,40.00,55081039
15/116,2015-10-08,8,17,28,34,39,40,14,,2,4,2,4,1,1,1,3,0,0,0.00,2,1161390.00,48.5,127710.00,162,9600.00,3759.6,640.00,5205.4,320.00,72623.1,40.00,47312626
15/115,2015-10-06,2,7,9,22,32,46,26,,4,2,2,4,3,0,1,1,1,0,0.00,2.5,710230.00,62,76360.00,213.5,9600.00,4700.7,640.00,6220.4,320.00,83234.4,40.00,43307363
15/114,2015-10-03,8,10,16,30,39,40,6,10,3,3,1,5,2,1,1,2,0,0,0.00,3,468450.00,79.5,47140.00,250.5,9600.00,3971,640.00,6249.5,320.00,65729.4,40.00,36798072
15/113,2015-09-30,9,10,23,28,37,46,34,37,3,3,3,3,2,0,2,1,1,3.5,25355030.00,10,610110.00,236.5,68790.00,611,9600.00,13621.9,640.00,15126.2,320.00,236356.2,40.00,136250054
15/112,2015-09-26,6,15,16,18,37,43,2,"15,16",4,2,3,3,1,3,0,1,1,0,0.00,3.5,1290970.00,138.5,86990.00,347.5,9600.00,7054.3,640.00,10490.9,320.00,139397.6,40.00,92380671
15/111,2015-09-24,4,10,15,16,24,28,49,,5,1,1,5,2,2,2,0,0,0,0.00,4.5,879140.00,226.7,46530.00,410.5,9600.00,10524.2,640.00,11279.5,320.00,179681.7,40.00,93436580
15/110,2015-09-22,2,11,12,25,36,43,10,,3,3,3,3,1,2,1,1,1,0.5,45015655.00,11.5,752350.00,307,75150.00,1025.5,9600.00,18661.2,640.00,28803.1,320.00,338507.1,40.00,199871814
15/109,2015-09-17,1,4,9,17,35,41,37,17,4,2,5,1,3,1,0,1,1,0,0.00,4,903420.00,155.5,61970.00,385,9600.00,9508.5,640.00,10275.2,320.00,162885.5,40.00,85294212
15/108,2015-09-15,3,5,17,22,25,27,46,"5,25",4,2,5,1,2,1,3,0,0,0,0.00,0,0.00,160.5,56960.00,232.5,9600.00,8137.3,640.00,7270,320.00,138631.1,40.00,74871295
15/107,2015-09-12,5,13,21,25,38,40,17,13,3,3,4,2,1,1,2,2,0,0,0.00,2,1443200.00,83,92730.00,242.5,9600.00,4409.3,640.00,6562.6,320.00,86270.6,40.00,58975220
15/106,2015-09-10,1,11,13,23,35,36,34,"1,13",4,2,5,1,1,2,1,2,0,0,0.00,2.5,919780.00,101,60710.00,318,9600.00,4881.4,640.00,6092.4,320.00,89487.7,40.00,52873907
15/105,2015-09-08,1,4,13,22,32,41,26,,4,2,3,3,2,1,1,1,1,0,0.00,2,1146750.00,142,43070.00,183.7,9600.00,5278,640.00,5403.3,320.00,87031.9,40.00,50285222
15/104,2015-09-05,15,16,20,26,36,40,46,"16,36",3,3,1,5,0,3,1,2,0,0,0.00,2,859410.00,77.5,59140.00,308.5,9600.00,3683,640.00,6787.5,320.00,61644.1,40.00,41756615
15/103,2015-09-03,12,16,34,36,42,45,41,36,2,4,1,5,0,2,0,2,2,0,0.00,1,1905160.00,54.5,93210.00,104,9600.00,2885,640.00,3864.7,320.00,51583.6,40.00,37226144
15/102,2015-09-01,5,6,8,10,31,36,17,,4,2,2,4,4,0,0,2,0,0.5,6208795.00,3.5,405330.00,142.5,26540.00,260,9600.00,6163,640.00,6554.6,320.00,97650.5,40.00,42290675
15/101,2015-08-29,9,22,28,32,37,39,47,"9,39",2,4,3,3,1,0,2,3,0,0.5,8161595.00,2.5,789370.00,87,60480.00,173.5,9600.00,3500.8,640.00,4363,320.00,65686,40.00,41457798
15/100,2015-08-27,9,13,29,30,39,45,48,39,2,4,5,1,1,1,2,1,1,0,0.00,0,0.00,65,57100.00,244.5,9600.00,4087.7,640.00,6894.5,320.00,68524,40.00,37238226
15/099,2015-08-25,3,15,16,39,41,42,36,,3,3,4,2,1,2,0,1,2,0.5,4000000.00,0.5,834675.00,84.5,52680.00,134.5,9600.00,3437.7,640.00,3480,320.00,57052,40.00,35401366
15/098,2015-08-22,2,26,31,32,36,37,12,32,1,5,2,4,1,0,1,4,0,1,58071620.00,1.5,2566450.00,87,117990.00,288.5,9600.00,5871.1,640.00,9503.6,320.00,110483.2,40.00,78130351
15/097,2015-08-20,4,5,18,23,32,44,6,,4,2,2,4,2,1,1,1,1,0,0.00,2.5,1101350.00,171,42930.00,339.5,9600.00,7031.7,640.00,9174.4,320.00,115030.6,40.00,65681205
15/096,2015-08-18,7,17,34,41,43,49,1,,2,4,5,1,1,1,0,1,3,0,0.00,7.5,325240.00,198,32850.00,409,9600.00,8239,640.00,9393,320.00,113000.2,40.00,64066249
15/095,2015-08-15,2,6,13,25,30,33,20,,3,3,3,3,2,1,2,1,0,0,0.00,3,718270.00,103.7,55410.00,286.5,9600.00,5339.2,640.00,7696.8,320.00,95337,40.00,52278102
15/094,2015-08-13,1,4,8,21,22,24,46,22,6,0,2,4,3,0,3,0,0,0,0.00,0,0.00,154,33850.00,156.5,9600.00,6647.6,640.00,4413,320.00,104930.8,40.00,47576462
15/093,2015-08-11,22,26,27,28,36,47,12,,1,5,2,4,0,0,4,1,1,0.5,16658455.00,1,2709820.00,132.5,54530.00,231.2,9600.00,5846.6,640.00,7516.6,320.00,103898.6,40.00,59953302
15/092,2015-08-08,10,12,19,25,42,46,37,42,3,3,2,4,1,2,1,0,2,0,0.00,6.5,306240.00,88.5,59970.00,356,9600.00,4487.8,640.00,5825.6,320.00,78218.9,40.00,47899342
15/091,2015-08-06,22,23,35,40,41,42,16,23,2,4,3,3,0,0,2,2,2,0,0.00,4,521290.00,65,85540.00,221.5,9600.00,3442.5,640.00,5385.2,320.00,63284.9,40.00,44185876
15/090,2015-08-04,5,9,13,15,21,23,12,,6,0,6,0,2,2,2,0,0,0.5,12960180.00,3.5,561690.00,132.5,39560.00,404,9600.00,6184.1,640.00,9696.8,320.00,105555.1,40.00,54747865
15/089,2015-08-01,14,20,28,31,32,47,18,,2,4,2,4,0,2,1,2,1,0,0.00,1,2285480.00,41,148640.00,143.5,9600.00,3017.2,640.00,4609.9,320.00,59569.5,40.00,44277853
15/088,2015-07-30,4,5,11,17,24,48,46,,5,1,3,3,2,2,1,0,1,0,0.00,1.5,1148020.00,63.7,72080.00,135.5,9600.00,4109.4,640.00,4079.5,320.00,75911.1,40.00,38682123
15/087,2015-07-28,12,25,32,33,34,35,45,,1,5,3,3,0,1,1,4,0,0,0.00,1,1406640.00,61,61490.00,119.5,9600.00,3622.2,640.00,3375.7,320.00,51875.5,40.00,31343999
15/086,2015-07-26,4,11,15,26,28,30,13,,3,3,2,4,1,2,3,0,0,1,79746130.00,11.5,458040.00,309.9,45320.00,713.5,9600.00,14163.2,640.00,18019,320.00,236012.5,40.00,129093710
15/085,2015-07-23,10,33,40,43,45,49,38,,1,5,4,2,1,0,0,2,3,0,0.00,5,830640.00,138.5,79960.00,368,9600.00,8167,640.00,10749.5,320.00,147060.9,40.00,89830641
15/084,2015-07-21,4,14,15,19,41,42,10,,4,2,3,3,1,3,0,0,2,0,0.00,3.5,1284170.00,151.5,79110.00,393.5,9600.00,7883,640.00,10587.7,320.00,140135.4,40.00,93970000
15/083,2015-07-18,13,20,23,24,46,47,39,23,4,2,3,3,0,2,2,0,2,0,0.00,2.5,963310.00,47.5,135200.00,99,9600.00,2930.2,640.00,3811.5,320.00,57772.1,40.00,44443353
15/082,2015-07-16,16,18,22,23,35,38,25,38,4,2,2,4,0,2,2,2,0,0,0.00,2,973270.00,89,58320.00,202.6,9600.00,3851.3,640.00,4752.3,320.00,68226,40.00,42444471
15/081,2015-07-14,7,8,10,13,20,38,5,,5,1,2,4,3,2,0,1,0,0,0.00,5.5,222910.00,101.5,32210.00,377.2,9600.00,5986.9,640.00,8843.4,320.00,94863.8,40.00,41582761
15/080,2015-07-11,2,5,17,22,27,28,37,28,4,2,3,3,2,1,3,0,0,0,0.00,1,1476960.00,107,36800.00,290.4,9600.00,5274.5,640.00,6763.4,320.00,82816.9,40.00,41593905
15/079,2015-07-07,9,19,28,29,38,40,33,9,2,4,3,3,1,1,2,2,0,1,39075670.00,3,918370.00,159.5,46060.00,302,9600.00,7000.2,640.00,7969.4,320.00,112634.8,40.00,64109325
15/078,2015-07-04,9,24,32,34,43,47,35,32,2,4,3,3,1,0,1,2,2,0,0.00,1.5,1701090.00,83,81980.00,158.5,9600.00,4005.5,640.00,4999.3,320.00,74191.2,40.00,50640479
15/077,2015-07-02,4,11,23,32,44,48,49,,3,3,2,4,1,1,1,1,2,0,0.00,3.5,580000.00,89.5,60480.00,221,9600.00,4104.5,640.00,5833.5,320.00,71145.3,40.00,45061164
15/076,2015-06-30,12,14,21,27,38,43,15,43,3,3,3,3,0,2,2,1,1,0.5,17065280.00,4.5,597660.00,57.7,124290.00,242.5,9600.00,4221.1,640.00,5988.8,320.00,83364.2,40.00,55525175
15/075,2015-06-28,8,9,18,33,41,43,15,,3,3,4,2,2,1,0,1,2,0,0.00,1.5,1424160.00,100.5,56680.00,310.7,9600.00,5168.7,640.00,5855.4,320.00,92754,40.00,50971766
15/074,2015-06-25,1,5,26,28,40,49,15,26,2,4,3,3,2,0,2,1,1,0,0.00,0.5,970805.00,77,67240.00,189.5,9600.00,3914.2,640.00,5364.6,320.00,74057.1,40.00,43013877
15/073,2015-06-23,3,10,26,33,42,46,44,42,2,4,2,4,2,0,1,1,2,0,0.00,3,539750.00,72.5,59550.00,285,9600.00,3403,640.00,6761.5,320.00,62638.8,40.00,39714477
15/072,2015-06-20,12,16,31,34,42,48,37,12,2,4,1,5,0,2,0,2,2,0,0.00,1,1531380.00,33,123740.00,93.5,9600.00,1873,640.00,2811.5,320.00,38828.8,40.00,29200200
15/071,2015-06-18,4,11,12,24,35,46,3,24,4,2,2,4,1,2,1,1,1,1,57974970.00,3.5,1215940.00,153.5,73930.00,446.5,9600.00,7693.8,640.00,11963.9,320.00,145512.6,40.00,92662145
15/070,2015-06-16,13,16,24,26,40,44,42,"24,26",3,3,1,5,0,2,2,1,1,0,0.00,7,724160.00,140,96550.00,430,9600.00,7745.1,640.00,12354.5,320.00,147670.4,40.00,103855355
15/069,2015-06-13,10,12,24,25,26,33,23,10,3,3,2,4,1,1,3,1,0,0,0.00,5,324830.00,86.5,50070.00,225,9600.00,4130.5,640.00,5700.3,320.00,70386.1,40.00,39521829
15/068,2015-06-11,10,13,35,38,42,44,27,,2,4,2,4,1,1,0,2,2,0,0.00,2,920600.00,46.5,105580.00,129,9600.00,2898.5,640.00,3713.3,320.00,55580.5,40.00,37025285
15/067,2015-06-09,7,12,16,17,20,25,31,,5,1,3,3,1,4,1,0,0,0,0.00,1,1382040.00,66.5,55420.00,189.5,9600.00,3867.1,640.00,4338.9,320.00,67489.8,40.00,34272364
15/066,2015-06-06,9,11,14,22,27,49,44,49,4,2,4,2,1,2,2,0,1,1,12204300.00,1,1401430.00,66.5,56190.00,169.5,9600.00,4860,640.00,4516,320.00,70746.3,40.00,35702780
15/065,2015-06-04,18,24,28,31,39,49,44,,2,4,3,3,0,1,2,2,1,0,0.00,1,1635630.00,42.5,102620.00,71.5,9600.00,2596.5,640.00,2848.5,320.00,50018.1,40.00,31931576
15/064,2015-06-02,11,12,15,21,38,42,25,42,4,2,3,3,0,3,1,1,1,1.5,5333330.00,1,1656520.00,55.5,79590.00,116.5,9600.00,2796.2,640.00,3922.3,320.00,53107.8,40.00,34116961
15/063,2015-05-30,9,16,28,36,42,45,2,,2,4,2,4,1,1,1,1,2,1,21484090.00,1,1915660.00,73.5,69500.00,184,9600.00,3843.2,640.00,4658.3,320.00,69343.1,40.00,41712166
15/062,2015-05-28,2,7,20,23,44,47,30,7,4,2,3,3,2,1,1,0,2,0.5,14486940.00,0.5,1250170.00,58,114950.00,115,9600.00,3323.5,640.00,4662.9,320.00,68285.7,40.00,47726247
15/061,2015-05-26,7,10,15,37,42,45,41,"10,45",3,3,4,2,2,1,0,1,2,0.5,21472840.00,1.5,2149960.00,84.5,101770.00,210.5,9600.00,4866.7,640.00,6025.4,320.00,93337.6,40.00,63746524
15/060,2015-05-23,5,10,13,43,44,45,7,,3,3,4,2,2,1,0,0,3,0,0.00,0,0.00,76,82320.00,176,9600.00,3530,640.00,5141.2,320.00,68631.6,40.00,47273723
15/059,2015-05-21,16,18,19,36,42,47,46,,3,3,2,4,0,3,0,1,2,0,0.00,0,0.00,62.5,92690.00,168.5,9600.00,3549.9,640.00,4968,320.00,65691.3,40.00,44488341
15/058,2015-05-19,21,27,28,33,37,48,13,"21,37",1,5,4,2,0,0,3,2,1,0,0.00,0.5,909565.00,55.5,87400.00,141.5,9600.00,3279.7,640.00,4258.3,320.00,60569.1,40.00,38092299
15/057,2015-05-17,21,32,36,37,44,46,47,,1,5,2,4,0,0,1,3,2,0,0.00,0.5,828360.00,36,122720.00,106,9600.00,2104.7,640.00,2992.5,320.00,42264.2,40.00,31759150
15/056,2015-05-14,5,17,22,34,38,48,2,,3,3,2,4,1,1,1,2,1,1,48719960.00,1.5,2227730.00,160,55690.00,266,9600.00,6947.5,640.00,7995.2,320.00,121473.8,40.00,72033316
15/055,2015-05-12,3,7,15,25,26,47,10,15,3,3,5,1,2,1,2,0,1,0,0.00,2,1314050.00,111.5,62850.00,347.2,9600.00,6043.8,640.00,9891.7,320.00,108291.3,40.00,62873572
15/054,2015-05-10,2,13,15,38,39,44,8,,3,3,3,3,1,2,0,2,1,0,0.00,1,2741590.00,76,96190.00,208.5,9600.00,4515.5,640.00,7020.9,320.00,81919.2,40.00,56481277
15/053,2015-05-07,3,7,14,21,25,29,6,,4,2,5,1,2,1,3,0,0,0,0.00,5,367840.00,91.2,53770.00,260.7,9600.00,5383.3,640.00,7807.4,320.00,85449.3,40.00,46923517
15/052,2015-05-05,11,13,41,42,43,49,29,49,2,4,5,1,0,2,0,0,4,0,0.00,0,0.00,53,105650.00,135.5,9600.00,3293.5,640.00,3933,320.00,57633.3,40.00,41401936
15/051,2015-05-02,7,10,12,16,26,49,40,,4,2,2,4,2,2,1,0,1,0,0.00,0.5,668375.00,66.5,53600.00,105,9600.00,3286,640.00,2862,320.00,59564,40.00,30004655
15/050,2015-04-30,6,8,30,34,36,42,12,"8,36",2,4,0,6,2,0,1,2,1,1,43829100.00,1.5,1934820.00,110.5,70030.00,370.5,9600.00,5932.9,640.00,10525.3,320.00,109965.6,40.00,67374811
15/049,2015-04-28,1,8,28,31,36,45,9,36,2,4,3,3,2,0,1,2,1,0,0.00,3,868620.00,96,72380.00,315.9,9600.00,5351.2,640.00,10265.9,320.00,100122.4,40.00,60811257
15/048,2015-04-25,12,19,21,24,36,49,23,36,4,2,3,3,0,2,2,1,1,0,0.00,0,0.00,68.5,87200.00,152,9600.00,3684.9,640.00,4867.5,320.00,66553.1,40.00,45272566
15/047,2015-04-23,3,4,7,8,26,36,31,3,4,2,2,4,4,0,1,1,0,0.5,18344930.00,2.5,813170.00,213.5,25390.00,300.7,9600.00,8952,640.00,7676.3,320.00,131726,40.00,57842053
15/046,2015-04-21,3,13,20,24,43,48,49,,4,2,3,3,1,2,1,0,2,0,0.00,3.5,741840.00,72,96160.00,225.5,9600.00,4077.5,640.00,7200.5,320.00,78786.9,40.00,54169599
15/045,2015-04-18,12,17,29,31,41,47,38,,2,4,5,1,0,2,1,1,2,0,0.00,1,1994450.00,81.5,65250.00,172.5,9600.00,3905.5,640.00,4621.1,320.00,66517,40.00,42419139
15/044,2015-04-16,1,3,5,20,35,39,28,35,4,2,5,1,3,1,0,2,0,0,0.00,1,1787110.00,73.7,64660.00,177,9600.00,4022.2,640.00,5700,320.00,72300.6,40.00,40892357
15/043,2015-04-14,30,31,35,40,42,48,6,42,0,6,2,4,0,0,1,3,2,0.5,11457040.00,3.5,726650.00,73.5,92270.00,171.5,9600.00,3406.2,640.00,4495.2,320.00,65557.1,40.00,49109666
15/042,2015-04-11,6,17,18,19,20,42,25,,5,1,2,4,1,4,0,0,1,0,0.00,2,835640.00,56.5,78880.00,126,9600.00,3470.7,640.00,4187.6,320.00,59001.5,40.00,35879353
15/041,2015-04-09,10,11,31,34,37,38,14,,2,4,3,3,1,1,0,4,0,0.5,10270360.00,1,2133010.00,66.5,85530.00,200.5,9600.00,4186.4,640.00,5713.8,320.00,75898.5,40.00,46472061
15/040,2015-04-06,21,24,26,42,43,46,4,26,2,4,2,4,0,0,3,0,3,0,0.00,2,799400.00,37,115220.00,94,9600.00,1751,640.00,2635.7,320.00,34377,40.00,29545139
15/039,2015-04-04,9,12,26,29,44,45,19,12,2,4,3,3,1,1,2,0,2,0,0.00,0,0.00,45,79720.00,126,9600.00,2221,640.00,3830.4,320.00,43353.1,40.00,28604606
15/038,2015-04-02,4,12,20,37,42,47,35,,3,3,2,4,1,2,0,1,2,1,12640270.00,2,907350.00,71.5,67680.00,145.5,9600.00,2967,640.00,3635,320.00,56479,40.00,37060391
15/037,2015-03-31,2,5,10,27,36,46,7,,3,3,2,4,3,0,1,1,1,0.5,7196150.00,3,549840.00,68,64680.00,265.5,9600.00,4117,640.00,7575.8,320.00,74922.9,40.00,42017289
15/036,2015-03-28,6,11,16,29,30,37,34,"6,16",3,3,3,3,1,2,2,1,0,0,0.00,0,0.00,46.5,82790.00,101.5,9600.00,2644,640.00,2835.4,320.00,50517.5,40.00,29946620
15/035,2015-03-26,2,6,9,16,39,49,29,2,4,2,3,3,3,1,0,1,1,1.5,13123390.00,6,216530.00,142,24390.00,820.8,9600.00,5776.8,640.00,11445.6,320.00,93537.2,40.00,44064334
15/034,2015-03-24,2,5,13,37,42,44,27,,3,3,3,3,2,1,0,1,2,0,0.00,0,0.00,43,120730.00,111,9600.00,2473.7,640.00,3845.6,320.00,50074,40.00,37305842
15/033,2015-03-22,7,26,30,33,34,38,5,30,1,5,2,4,1,0,2,3,0,0,0.00,3,559450.00,42,106560.00,128,9600.00,2653.3,640.00,3647,320.00,52150.1,40.00,34214267
15/032,2015-03-19,12,15,17,30,31,43,46,,3,3,4,2,0,3,1,1,1,1,8000000.00,0,0.00,51,86130.00,104,9600.00,2442.7,640.00,2732.5,320.00,48684.7,40.00,32319540
15/031,2015-03-17,1,5,11,23,34,47,14,,4,2,5,1,2,1,1,1,1,1,8000000.00,1,1617190.00,50,86250.00,126.5,9600.00,3396.6,640.00,4269.5,320.00,62902,40.00,35403876
15/030,2015-03-14,4,21,25,29,32,37,27,"25,37",2,4,4,2,1,0,3,2,0,1,8000000.00,2.5,656130.00,39.5,110740.00,121.5,9600.00,2039,640.00,3726.3,320.00,41020.4,40.00,32077271
15/029,2015-03-12,14,17,23,24,25,37,34,,4,2,4,2,0,2,3,1,0,2,4000000.00,3,465330.00,50.5,73710.00,209,9600.00,3196.8,640.00,4404.6,320.00,57375.5,40.00,33303545
15/028,2015-03-10,1,18,22,27,45,48,25,,3,3,3,3,1,1,2,0,2,1.5,13685490.00,1,2191520.00,88.5,66030.00,214,9600.00,4419.9,640.00,6281.4,320.00,85310.8,40.00,48816206
15/027,2015-03-07,6,8,12,16,32,49,37,6,4,2,1,5,2,2,0,1,1,0,0.00,0.5,850520.00,77.5,58530.00,148,9600.00,4143.9,640.00,3936.9,320.00,74992.3,40.00,38507955
15/026,2015-03-05,2,6,10,20,38,40,46,,4,2,0,6,3,1,0,2,0,0,0.00,3,489790.00,101.5,38600.00,134.5,9600.00,4434.9,640.00,3355.5,320.00,67185.4,40.00,34547106
15/025,2015-03-03,13,17,25,27,46,49,19,25,2,4,5,1,0,2,2,0,2,1,17232210.00,2,1150580.00,51,120320.00,175,9600.00,4017,640.00,5106.7,320.00,75474.8,40.00,47708279
15/024,2015-02-28,6,9,23,25,41,43,38,25,3,3,5,1,2,0,2,0,2,0,0.00,0.5,904095.00,56,86100.00,129.5,9600.00,3230.2,640.00,4519.7,320.00,62057.3,40.00,37936961
15/023,2015-02-26,10,12,20,22,25,33,27,33,4,2,2,4,1,2,2,1,0,0.5,4000000.00,1,1495570.00,74.5,53530.00,157.5,9600.00,4133.1,640.00,4728.3,320.00,68945.3,40.00,35897466
15/022,2015-02-24,17,18,28,32,33,48,37,28,2,4,2,4,0,2,1,2,1,1.5,39879610.00,4,1030960.00,263,41810.00,525,9600.00,12608.1,640.00,12974.1,320.00,197983.6,40.00,102577388
15/021,2015-02-22,15,20,28,29,42,46,35,"28,46",2,4,2,4,0,2,2,0,2,0,0.00,7,830840.00,189.5,81840.00,472,9600.00,9277.4,640.00,12337.2,320.00,168462.6,40.00,118079100
15/020,2015-02-17,14,22,28,33,44,46,25,,2,4,1,5,0,1,2,1,2,0,0.00,2.5,935550.00,65,95950.00,137,9600.00,3938.5,640.00,4419.2,320.00,71648.9,40.00,46760301
15/019,2015-02-14,2,10,12,21,25,35,26,10,4,2,3,3,2,1,2,1,0,0,0.00,1,1384980.00,79,46750.00,162.7,9600.00,3480.1,640.00,4456.6,320.00,60197,40.00,32906586
15/018,2015-02-12,7,9,10,14,22,31,35,,5,1,3,3,3,1,1,1,0,1,35051820.00,1,2096130.00,243.5,22950.00,285.5,9600.00,9064.9,640.00,7130.3,320.00,123753,40.00,57649011
15/017,2015-02-10,2,17,23,30,34,41,14,17,3,3,3,3,1,1,2,1,1,0,0.00,1.5,1762750.00,66.5,106030.00,187.5,9600.00,3279.4,640.00,4859.6,320.00,68198.8,40.00,51023695
15/016,2015-02-08,5,7,17,18,27,48,30,"17,18",4,2,4,2,2,2,1,0,1,0.5,20831005.00,2,1420720.00,173.5,43670.00,298,9600.00,8861.2,640.00,8002,320.00,134429.6,40.00,69048674
15/015,2015-02-05,13,16,17,18,22,45,10,,5,1,3,3,0,4,1,0,1,0,0.00,1,2601790.00,71.5,97030.00,225.5,9600.00,4688.9,640.00,6155.1,320.00,83522.6,40.00,54698085
15/014,2015-02-03,11,34,36,43,47,49,21,47,1,5,4,2,0,1,0,2,3,0,0.00,2.5,1014010.00,75.5,89530.00,203.5,9600.00,4258.5,640.00,5388,320.00,78735.3,40.00,52081993
15/013,2015-01-31,5,7,14,17,46,47,27,46,4,2,4,2,2,2,0,0,2,0,0.00,0.5,645650.00,51.5,66860.00,481.5,9600.00,3433,640.00,10041.1,320.00,64967.6,40.00,40910216
15/012,2015-01-29,6,15,25,29,32,46,9,,2,4,3,3,1,1,2,1,1,0,0.00,2.5,694340.00,54.5,84930.00,189,9600.00,2677.6,640.00,5735.9,320.00,53885,40.00,37474008
15/011,2015-01-27,4,5,10,13,28,35,12,,4,2,3,3,3,1,1,1,0,0,0.00,3,397300.00,75.5,42090.00,278,9600.00,3741.1,640.00,6765.1,320.00,62929.7,40.00,34216992
15/010,2015-01-24,17,18,20,26,31,32,6,,3,3,2,4,0,3,1,2,0,1.5,8319880.00,3.5,426650.00,88.5,44990.00,246.5,9600.00,3279,640.00,5981.4,320.00,57025.1,40.00,36295869
15/009,2015-01-22,8,16,21,30,42,46,32,,3,3,1,5,1,1,2,0,2,0,0.00,3,517500.00,40.5,102220.00,141.5,9600.00,2382.4,640.00,3309,320.00,44944.9,40.00,31691957
15/008,2015-01-20,5,7,9,13,15,29,47,15,5,1,6,0,3,2,1,0,0,1,28064260.00,1.5,1414020.00,187.2,30210.00,198.5,9600.00,8326.6,640.00,6340,320.00,118679,40.00,54721001
